Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-18,2023-05-18,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,636.8
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-05-18,2023-05-18,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-19,2023-05-19,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-05-19,2023-05-19,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
2023-05-19,2023-05-19,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,206.4
2023-05-18,2023-05-18,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-19,2023-05-19,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-05-19,2023-05-19,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-05-19,2023-05-19,Boat App,Scenic Niagara Falls Night Tour with Boat Ride - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-05-18,2023-05-18,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,189.60000000000002
2023-05-17,2023-05-17,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
2023-05-19,2023-05-19,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,174.4
2023-05-18,2023-05-18,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,63.2
2023-05-18,2023-05-18,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,63.2
2023-05-18,2023-05-18,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,732.8
2023-05-19,2023-05-19,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-05-18,2023-05-18,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,84.15
2023-05-18,2023-05-18,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,84.15
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,476.79999999999995
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-19,2023-05-19,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,698.0
2023-05-18,2023-05-18,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,142.4
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-19,2023-05-19,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-18,2023-05-18,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-19,2023-05-19,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,238.39999999999998
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-19,2023-05-19,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,285.6
2023-05-19,2023-05-19,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-05-19,2023-05-19,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-05-17,2023-05-17,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-05-13,2023-05-13,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-14,2023-05-14,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,636.0
2023-05-06,2023-05-06,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
2023-05-08,2023-05-08,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-12,2023-05-12,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-08,2023-05-08,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,387.0
2023-05-06,2023-05-06,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-06,2023-05-06,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
2023-05-01,2023-05-01,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-02,2023-05-02,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,239.2
2023-05-18,2023-05-18,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,35.2
2023-05-18,2023-05-18,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1244.8
2023-05-18,2023-05-18,Boat App,"Best of Niagara Falls, Canada Exclusive Private Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,2506.0
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,397.59999999999997
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-05-18,2023-05-18,Boat App,Best of San Antonio Tour from Austin,Austin,USA,Revenue,Tour Income,183.2
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-18,2023-05-18,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,476.8
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-18,2023-05-18,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,84.15
2023-05-18,2023-05-18,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,84.15
2023-05-18,2023-05-18,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,159.2
2023-05-18,2023-05-18,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,357.6
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-05-18,2023-05-18,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-18,2023-05-18,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,381.6
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-05-18,2023-05-18,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-18,2023-05-18,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,84.15
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-17,2023-05-17,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,1156.0
2023-05-18,2023-05-18,Boat App,Ultimate Vancouver Tour with Capilano Suspension Bridge and Lunch,Vancouver,Canada,Revenue,Tour Income,84.15
2023-05-18,2023-05-18,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-05-18,2023-05-18,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,357.6
2023-05-18,2023-05-18,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,1116.8
2023-05-18,2023-05-18,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,476.8
2023-05-18,2023-05-18,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,732.0
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-05-18,2023-05-18,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-18,2023-05-18,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,537.0
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-17,2023-05-17,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-05-17,2023-05-17,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,70.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-18,2023-05-18,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Canada Tour from Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,141.35999999999999
2023-05-17,2023-05-17,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,318.4
2023-05-18,2023-05-18,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-05-13,2023-05-13,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1556.0
2023-05-15,2023-05-15,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-05-18,2023-05-18,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1002.3999999999999
2023-05-18,2023-05-18,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,364.8
2023-05-16,2023-05-16,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
2023-05-14,2023-05-14,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-16,2023-05-16,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,206.4
2023-05-18,2023-05-18,Boat App,Best of Philadelphia Tour,Philadelphia,USA,Revenue,Tour Income,222.4
2023-05-18,2023-05-18,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,183.2
2023-05-18,2023-05-18,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-05-18,2023-05-18,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-05-18,2023-05-18,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,206.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-05-15,2023-05-15,Boat App,Scenic Philadelphia Night Tour,Philadelphia,USA,Revenue,Tour Income,83.2
2023-05-14,2023-05-14,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
2023-05-13,2023-05-13,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-05-12,2023-05-12,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,954.0
2023-05-14,2023-05-14,Boat App,Sweet Savannah Evening Dessert Walking Tour,Savannah,USA,Revenue,Tour Income,143.2
2023-05-04,2023-05-04,Boat App,Sweet Savannah Evening Dessert Walking Tour,Savannah,USA,Revenue,Tour Income,143.2
2023-05-12,2023-05-12,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,618.0
2023-05-10,2023-05-10,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-06,2023-05-06,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-08,2023-05-08,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,206.4
2023-05-08,2023-05-08,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-08,2023-05-08,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,63.2
2023-05-06,2023-05-06,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-01,2023-05-01,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,381.59999999999997
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-17,2023-05-17,Boat App,Light Up The Falls Plus Dinner,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-05-17,2023-05-17,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,252.8
2023-05-17,2023-05-17,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-17,2023-05-17,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,103.2
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,572.8
2023-05-17,2023-05-17,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,206.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-16,2023-05-16,Boat App,Best of Toronto Tour,Toronto,Canada,Revenue,Tour Income,318.4
2023-05-17,2023-05-17,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,63.2
2023-05-17,2023-05-17,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,103.2
2023-05-15,2023-05-15,Boat App,Niagara Falls USA Day and Night Combo Tour,"Niagara Falls, USA",USA,Revenue,Tour Income,645.5999999999999
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-15,2023-05-15,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,238.4
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-02,2023-05-02,Boat App,Scenic Philadelphia Night Tour,Philadelphia,USA,Revenue,Tour Income,166.4
2023-05-15,2023-05-15,Boat App,Best of Niagara Falls Tour from Toronto,"Niagara Falls, Canada",Canada,Revenue,Tour Income,478.4
2023-05-15,2023-05-15,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,716.0
2023-05-17,2023-05-17,Boat App,Night on Niagara with Power Station Light Show,"Niagara Falls, Canada",Canada,Revenue,Tour Income,366.4
2023-05-14,2023-05-14,Boat App,Sweet Savannah Evening Dessert Walking Tour,Savannah,USA,Revenue,Tour Income,143.2
2023-05-16,2023-05-16,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,103.2
2023-05-16,2023-05-16,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
2023-05-15,2023-05-15,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-16,2023-05-16,Boat App,"Vancouver Grouse Mountain Small Group Express + Skyride, Peak Chairlift, Lumberjacks & Wildlife Reserve",Vancouver,Canada,Revenue,Tour Income,259.3
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,63.2
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-13,2023-05-13,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-14,2023-05-14,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,206.4
2023-05-16,2023-05-16,Boat App,Scenic Toronto Night Tour w/ CN Tower,Toronto,Canada,Revenue,Tour Income,206.4
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,189.60000000000002
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-17,2023-05-17,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,428.8
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-06,2023-05-06,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1556.0
2023-05-16,2023-05-16,Boat App,Best of Chicago Tour,Chicago,USA,Revenue,Tour Income,318.4
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,636.0
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls USA,"Niagara Falls, USA",USA,Revenue,Tour Income,254.4
2023-05-14,2023-05-14,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-05-17,2023-05-17,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,174.4
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-17,2023-05-17,Boat App,Scenic Montreal Night Tour,Montreal,Canada,Revenue,Tour Income,87.2
2023-05-16,2023-05-16,Boat App,Best of Halifax Tour including Peggy's Cove,Halifax,Canada,Revenue,Tour Income,206.4
2023-05-14,2023-05-14,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
2023-05-14,2023-05-14,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,142.4
2023-05-17,2023-05-17,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,298.0
2023-05-17,2023-05-17,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,183.0
2023-05-17,2023-05-17,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-05-17,2023-05-17,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-05-17,2023-05-17,Boat App,Scenic San Antonio Night Tour with River Cruise,San Antonio,USA,Revenue,Tour Income,366.0
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-16,2023-05-16,Boat App,"Day and Night Combo Tour of Niagara Falls, Canada","Niagara Falls, Canada",Canada,Revenue,Tour Income,698.0
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-17,2023-05-17,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,258.0
2023-05-17,2023-05-17,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,311.2
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-17,2023-05-17,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,429.59999999999997
2023-05-17,2023-05-17,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-13,2023-05-13,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
2023-05-10,2023-05-10,Boat App,Walking Tour of Charlottetown PEI,Charlettown,Canada,Revenue,Tour Income,70.4
2023-05-06,2023-05-06,Boat App,"Best of Niagara Falls, Canada, Walking Tour","Niagara Falls, Canada",Canada,Revenue,Tour Income,238.4
2023-05-12,2023-05-12,Boat App,Peggy's Cove Sunset Tour from Halifax,Halifax,Canada,Revenue,Tour Income,142.4
2023-05-07,2023-05-07,Boat App,Best of San Antonio Tour,San Antonio,USA,Revenue,Tour Income,119.2
2023-05-06,2023-05-06,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
2023-05-05,2023-05-05,Boat App,Best of Ottawa Tour,Ottawa,Canada,Revenue,Tour Income,206.4
2023-05-04,2023-05-04,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,1002.3999999999999
2023-05-02,2023-05-02,Boat App,Best of Savannah Tour,Savannah,USA,Revenue,Tour Income,286.4
2023-05-02,2023-05-02,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,179.0
2023-05-06,2023-05-06,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,358.0
2023-05-16,2023-05-16,Boat App,Best of Montreal Tour,Montreal,Canada,Revenue,Tour Income,1448.8
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-16,2023-05-16,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,238.4
2023-05-16,2023-05-16,Boat App,Best of PEI Tour,Charlettown,Canada,Revenue,Tour Income,206.4
2023-05-16,2023-05-16,Boat App,Peggy's Cove Express Tour from Halifax,Halifax,Canada,Revenue,Tour Income,126.4
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,445.59999999999997
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-16,2023-05-16,Boat App,Scenic Austin Night Tour,Austin,USA,Revenue,Tour Income,71.2
2023-05-16,2023-05-16,Boat App,Ultimate Niagara Falls (Canada) Tour w/ Helicopter + Lunch,"Niagara Falls, Canada",Canada,Revenue,Tour Income,622.4
2023-05-16,2023-05-16,Boat App,Best of Niagara Falls Tour - Canada,"Niagara Falls, Canada",Canada,Revenue,Tour Income,286.4
2023-05-16,2023-05-16,Boat App,Best of Boston Tour,Boston,USA,Revenue,Tour Income,119.2
